,Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
101,Leo Ramirez-Espain,1221599,,,"Oct 2, 2006",19,,England,"['England', 'Spain']",Defensive Midfield,,Yeovil Town,,,"Nov 11, 2025","Jan 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
102,Shea Charles,747951,€12.00m,"Oct 6, 2025","Nov 5, 2003",22,1.89,Northern Ireland,"['Northern Ireland', 'England']",Defensive Midfield,"             0
0  Centre-Back
1   Right-Back",Southampton,,,"Jul 12, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
103,Shane Duffy,119269,€600k,"May 27, 2025","Jan 1, 1992",33,1.93,Ireland,[],Centre-Back,,Norwich,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
104,Josh Ginnelly,325104,€500k,"Oct 21, 2025","Mar 24, 1997",28,1.75,England,['England'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Without Club,Swansea,"Sep 2, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
105,Haji Wright,315291,€10.00m,"Oct 6, 2025","Mar 27, 1998",27,1.93,United States,[],Centre-Forward,,Coventry,,,"Aug 4, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
106,Ben Middlemas,922463,,,"Dec 13, 2004",20,1.82,England,['England'],Central Midfield,"                    0
0  Defensive Midfield",Sunderland U21,,,"Jul 1, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
107,Jay Rodríguez,53360,€400k,"Oct 6, 2025","Jul 29, 1989",36,1.85,England,"['England', 'Spain']",Centre-Forward,"                0
0  Second Striker
1     Left Winger",Wrexham,,,"Jan 31, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
108,Norman Bassette,802997,€2.00m,"Oct 13, 2025","Nov 9, 2004",21,1.86,Belgium,['Belgium'],Centre-Forward,,Stade Reims,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
109,Jon McLaughlin,92983,€50k,"Oct 6, 2025","Sep 9, 1987",38,1.91,Scotland,['Scotland'],Goalkeeper,,Middlesbrough,,,"Sep 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
110,Jamie Cumming,396859,€1.20m,"May 27, 2025","Sep 4, 1999",26,1.85,England,['England'],Goalkeeper,,Oxford United,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
111,Alexander Milosevic,171376,€150k,"Oct 21, 2025","Jan 30, 1992",33,1.93,Sweden,"['Sweden', 'Serbia']",Centre-Back,,Without Club,Portsmouth,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
112,Emmanuel Latte Lath,392964,€18.00m,"Jun 5, 2025","Jan 1, 1999",26,1.76,Cote d'Ivoire,[],Centre-Forward,,Atlanta,,,"Feb 4, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
113,Zak Sturge,801472,€400k,"Oct 6, 2025","Jun 15, 2004",21,1.88,England,"['Guyana', 'England']",Left-Back,"               0
0    Centre-Back
1  Left Midfield",Millwall,,,"Jul 14, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
114,Callum Wright,502830,€700k,"May 27, 2025","May 2, 2000",25,1.82,England,[],Central Midfield,,Wigan,,,"Jul 4, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
115,Luca Koleosho,745461,€6.00m,"Oct 2, 2025","Sep 15, 2004",21,1.75,Italy,"['United States', 'Italy']",Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Espanyol,,,"Aug 21, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
116,Jay Matete,535479,€400k,"Jun 18, 2025","Feb 11, 2001",24,1.76,England,[],Central Midfield,,Sunderland,,,"Jan 31, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
117,Lewis O'Brien,560694,€4.00m,"May 27, 2025","Oct 14, 1998",27,1.73,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Wrexham,,,"Jul 24, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
118,Tegan Finn,1211277,€75k,"May 27, 2025","Mar 17, 2008",17,1.8,England,[],Left Midfield,,Plymouth,,,"Oct 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
119,Maxime Estève,842341,€24.00m,"Oct 17, 2025","May 26, 2002",23,1.93,France,[],Centre-Back,,Burnley,,,"Jul 1, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
120,Jason Knight,530780,€7.00m,"May 27, 2025","Feb 13, 2001",24,1.73,Ireland,[],Central Midfield,,Bristol City,,,"Jul 11, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
121,Kyle Smith,854775,,,"Jun 7, 2004",21,1.75,England,['England'],Right-Back,"                0
0  Right Midfield
1       Left-Back",Tonbridge,,,"Oct 15, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
122,Sonny Bradley,127794,€200k,"Jun 18, 2025","Sep 13, 1991",34,1.93,England,[],Centre-Back,,Lincoln City,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
123,Benedict Benagr,1225826,,,"Sep 17, 2007",18,,England,['England'],Left-Back,"               0
0  Left Midfield
1    Left Winger",Luton U18,,,"Jul 1, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
124,Adam Armstrong,250426,€10.00m,"Oct 6, 2025","Feb 10, 1997",28,1.73,England,[],Centre-Forward,,Southampton,,,"Aug 10, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
125,Lennon Wheeldon,926147,,,"Feb 16, 2006",19,,England,['England'],Centre-Forward,"                0
0  Second Striker",South Shields,,,"Nov 4, 2025","Dec 2, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
126,Brenden Aaronson,393323,€15.00m,"May 27, 2025","Oct 22, 2000",25,1.77,United States,['United States'],Attacking Midfield,"                  0
0     Left Midfield
1  Central Midfield",Leeds,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
127,Alex Cairns,194386,€100k,"May 27, 2025","Jan 4, 1993",32,1.83,England,[],Goalkeeper,,Leeds,,,"Jul 8, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
128,George Evans,967307,€350k,"May 27, 2025","May 16, 2005",20,,England,['England'],Goalkeeper,,Hartlepool,,,"Oct 3, 2025","Jan 4, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
129,Ian Poveda,392763,€900k,"May 27, 2025","Feb 9, 2000",25,1.67,Colombia,[],Right Winger,,Sunderland,,,"Jul 24, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
130,Shandon Baptiste,533916,€2.00m,"May 27, 2025","Apr 8, 1998",27,1.8,Grenada,[],Central Midfield,,Luton,,,"Jul 6, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
131,Cameron Pring,547382,€2.50m,"May 27, 2025","Jan 22, 1998",27,1.85,England,[],Left-Back,,Bristol City,,,"Jul 1, 2020","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
132,Alex Bangura,435821,€700k,"May 27, 2025","Jul 13, 1999",26,1.83,Sierra Leone,[],Left-Back,,Middlesbrough,,,"Sep 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
133,Aaron Connolly,434207,€2.20m,"May 27, 2025","Jan 28, 2000",25,1.74,Ireland,['Ireland'],Centre-Forward,"                0
0  Second Striker",Leyton Orient,,,"Jul 7, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
134,Ivo Grbic,226073,€1.80m,"Jun 18, 2025","Jan 18, 1996",29,1.95,Croatia,['Croatia'],Goalkeeper,,Karagümrük,,,"Aug 6, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
135,Caleb Wiley,746833,€8.00m,"May 27, 2025","Dec 22, 2004",20,1.8,United States,[],Left-Back,,Watford,,,"Feb 3, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
136,Blondy Nna Noukeu,696892,€150k,"May 27, 2025","May 31, 2001",24,1.96,Cameroon,[],Goalkeeper,,Sunderland,,,"Aug 2, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
137,Ronald,862554,€2.20m,"Oct 6, 2025","Jun 14, 2001",24,1.77,Brazil,[],Right Winger,,Swansea,,,"Jan 29, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
138,Romaine Mundle,696181,€6.00m,"May 27, 2025","Apr 24, 2003",22,,England,[],Left Winger,,Sunderland,,,"Feb 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
139,Lyndon Dykes,347138,€1.20m,"Jun 18, 2025","Oct 7, 1995",30,1.88,Scotland,"['Scotland', 'Australia']",Centre-Forward,"                0
0     Left Winger
1  Second Striker",Birmingham,,,"Aug 28, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
140,Rami Al Hajj,593415,€900k,"May 27, 2025","Sep 17, 2001",24,1.8,Sweden,"['Sweden', 'Lebanon']",Attacking Midfield,"                    0
0    Central Midfield
1  Defensive Midfield",Silkeborg IF,,,"Jul 11, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
141,Tymoteusz Puchacz,361575,€1.50m,"May 27, 2025","Jan 23, 1999",26,1.83,Poland,['Poland'],Left-Back,"               0
0  Left Midfield",Sabah FK,,,"Sep 9, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
142,Callum O'Dowda,255679,€1.20m,"May 27, 2025","Apr 23, 1995",30,1.8,Ireland,[],Left Midfield,,Ferencváros,,,"Jul 4, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
143,Macaulay Langstaff,526347,€700k,"May 27, 2025","Feb 3, 1997",28,1.78,England,['England'],Centre-Forward,,Millwall,,,"Jul 8, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
144,Kelechi Iheanacho,295330,€4.50m,"May 27, 2025","Oct 3, 1996",29,1.85,Nigeria,[],Centre-Forward,,Celtic,,,"Sep 2, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
145,Joe Allen,51452,,,"Mar 14, 1990",35,1.7,Wales,[],Central Midfield,,Retired,Swansea,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
146,Leo Hjelde,661208,€2.00m,"May 27, 2025","Aug 26, 2003",22,1.9,Norway,[],Left-Back,,Sunderland,,,"Jan 30, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
147,Neto Borges,557939,€3.00m,"May 27, 2025","Sep 13, 1996",29,1.85,Brazil,['Brazil'],Left-Back,"               0
0  Left Midfield",Bristol City,,,"Aug 31, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
148,Lukas Engel,511534,€2.50m,"Jun 5, 2025","Dec 14, 1998",26,1.78,Denmark,['Denmark'],Left-Back,"               0
0  Left Midfield
1    Left Winger",Cincinnati,,,"Feb 11, 2025","Dec 31, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
149,David Ozoh,865993,€800k,"Oct 6, 2025","May 6, 2005",20,1.89,England,"['England', 'Spain']",Defensive Midfield,"                  0
0  Central Midfield",Derby,,,"Jul 29, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
150,Jonathan Howson,45395,€100k,"May 27, 2025","May 21, 1988",37,1.8,England,['England'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Leeds U21,,,"Aug 11, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
151,Elliot Myles,985536,€100k,"May 27, 2025","Jan 20, 2007",18,1.78,Wales,"['England', 'Wales']",Attacking Midfield,"                0
0     Left Winger
1  Second Striker",Norwich U21,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
152,Ryan Howley,920790,€125k,"May 27, 2025","Nov 23, 2003",22,1.87,Wales,[],Central Midfield,,Bristol Rovers,,,"Jul 8, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
153,Mark McGuinness,561454,€7.00m,"May 27, 2025","Jan 5, 2001",24,1.94,Ireland,[],Centre-Back,,Sheff Utd,,,"Sep 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
154,Lewis Gibson,419325,€2.20m,"Oct 6, 2025","Jul 19, 2000",25,1.85,England,[],Centre-Back,,Preston,,,"Jan 3, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
155,Tyrese Fornah,503918,€400k,"Jun 30, 2025","Sep 11, 1999",26,1.85,Sierra Leone,"['Sierra Leone', 'England']",Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Northampton,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
156,Nathan Bishop,495033,€275k,"Jun 18, 2025","Oct 15, 1999",26,1.85,England,['England'],Goalkeeper,,AFC Wimbledon,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
157,Regan Slater,473080,€3.50m,"May 27, 2025","Sep 11, 1999",26,1.71,England,[],Central Midfield,,Hull City,,,"Jan 27, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
158,Djeidi Gassama,795657,€3.00m,"Oct 8, 2025","Sep 10, 2003",22,1.77,France,[],Left Winger,,Rangers,,,"Jul 15, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
159,Tom Bradshaw,139781,€350k,"May 27, 2025","Jul 27, 1992",33,1.78,Wales,[],Centre-Forward,,Oxford United,,,"Jan 16, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
160,Jack Burroughs,630076,€300k,"May 27, 2025","Mar 21, 2001",24,1.88,Scotland,[],Right-Back,,Northampton,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
161,Adam Idah,434223,€7.00m,"Oct 6, 2025","Feb 11, 2001",24,1.9,Ireland,[],Centre-Forward,,Swansea,,,"Sep 1, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
162,Liam Palmer,137149,€150k,"May 27, 2025","Sep 19, 1991",34,1.88,Scotland,[],Right-Back,,Sheff Wed,,,"Jul 1, 2010",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
163,Lewis Koumas,922462,€2.00m,"May 27, 2025","Sep 19, 2005",20,1.82,Wales,"['Wales', 'England']",Left Winger,"                0
0  Centre-Forward
1    Right Winger",Birmingham,,,"Aug 22, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
164,Sai Sachdev,967304,€150k,"May 27, 2025","Mar 9, 2005",20,,England,[],Right-Back,,Sheff Utd U21,,,"Jul 1, 2022",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
165,Callum Robinson,183299,€1.60m,"May 27, 2025","Feb 2, 1995",30,1.78,Ireland,"['Ireland', 'England']",Centre-Forward,"              0
0   Left Winger
1  Right Winger",Cardiff,,,"Sep 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
166,Bali Mumba,433186,€2.50m,"May 27, 2025","Oct 8, 2001",24,1.68,England,[],Right-Back,,Plymouth,,,"Jul 21, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
167,Jewison Bennette,743627,€600k,"Jun 10, 2025","Jun 15, 2004",21,1.73,Costa Rica,[],Left Winger,,LNZ Cherkasy,,,"Mar 9, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
168,Nathan Lowe,980417,€250k,"May 27, 2025","Sep 18, 2005",20,1.93,England,[],Centre-Forward,,Stockport,,,"Jul 30, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
169,Florian Bianchini,715923,€2.00m,"May 27, 2025","Jun 25, 2001",24,1.77,France,[],Right Winger,,Portsmouth,,,"Jul 31, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
170,Charlie Crew,883539,€150k,"Jun 30, 2025","Jun 15, 2006",19,1.85,Wales,[],Defensive Midfield,,Doncaster,,,"Aug 5, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
171,Daryl Dike,638741,€2.80m,"May 27, 2025","Jun 3, 2000",25,1.87,United States,[],Centre-Forward,,West Brom,,,"Jan 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
172,Alex Matos,670850,€1.00m,"May 27, 2025","Oct 3, 2004",21,1.75,England,[],Central Midfield,,Sheff Utd,,,"Sep 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
173,Amari'i Bell,278166,€1.20m,"May 27, 2025","May 5, 1994",31,1.8,Jamaica,"['Jamaica', 'England']",Centre-Back,"               0
0      Left-Back
1  Left Midfield",Charlton,,,"Jul 4, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
174,Enock Agyei,724041,€600k,"May 27, 2025","Jan 13, 2005",20,1.72,Belgium,[],Right Winger,,Burnley,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
175,Jed Wallace,198358,€1.80m,"May 27, 2025","Mar 29, 1994",31,1.78,England,[],Right Winger,,West Brom,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
176,Harley Hunt,1172802,,,"Aug 3, 2007",18,1.93,England,['England'],Centre-Back,,Boro U21,,,"Jul 8, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
177,Kieffer Moore,275590,€1.20m,"Oct 6, 2025","Aug 8, 1992",33,1.96,Wales,"['Wales', 'England']",Centre-Forward,"             0
0  Centre-Back",Wrexham,,,"Aug 5, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
178,Delano Burgzorg,436585,€3.00m,"May 27, 2025","Nov 7, 1998",27,1.86,Suriname,"['Suriname', 'Netherlands']",Left Winger,"                0
0  Centre-Forward",Middlesbrough,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
179,Marcelino Núñez,715558,€8.00m,"Oct 6, 2025","Mar 1, 2000",25,1.73,Chile,['Chile'],Central Midfield,"                    0
0  Defensive Midfield
1      Right Midfield",Ipswich,,,"Aug 29, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
180,Jack Robinson,128909,€700k,"May 27, 2025","Sep 1, 1993",32,1.8,England,[],Centre-Back,,Birmingham,,,"Sep 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
181,Jack Rudoni,662476,€15.00m,"Oct 6, 2025","Jun 14, 2001",24,1.85,England,[],Central Midfield,,Coventry,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
182,Cameron Congreve,667506,€400k,"Oct 8, 2025","Jan 24, 2004",21,1.8,Wales,[],Left Midfield,,Dundee FC,,,"Aug 22, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
183,John Egan,121324,€1.30m,"May 27, 2025","Oct 20, 1992",33,1.85,Ireland,[],Centre-Back,,Hull City,,,"Feb 3, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
184,Anel Ahmedhodzic,377468,€18.00m,"May 27, 2025","Mar 26, 1999",26,1.9,Bosnia-Herzegovina,[],Centre-Back,,Feyenoord,,,"Aug 5, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
185,Josuha Guilavogui,93704,€250k,"Oct 21, 2025","Sep 19, 1990",35,1.88,France,"['France', 'Guinea']",Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Without Club,Leeds,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
186,Dan Barlaser,256773,€2.00m,"May 27, 2025","Jan 18, 1997",28,1.84,England,"['Türkiye', 'England']",Defensive Midfield,"                  0
0  Central Midfield",Hibernian FC,,,"Sep 2, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
187,Caleb Taylor,671074,€2.00m,"Oct 6, 2025","Jan 14, 2003",22,1.88,England,['England'],Centre-Back,,Millwall,,,"Aug 29, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
188,Harrison Ashby,559130,€1.40m,"May 27, 2025","Nov 14, 2001",24,1.79,Scotland,[],Right-Back,,Newcastle,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
189,George Long,151334,€250k,"Oct 6, 2025","Nov 5, 1993",32,1.93,England,[],Goalkeeper,,Southampton,,,"Aug 25, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
190,Daniel Cox,885031,,,"Jan 30, 2006",19,,Wales,"['England', 'Wales']",Centre-Back,,Walsall,,,"Jul 18, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
191,Ben Wilmot,467599,€5.00m,"Oct 6, 2025","Nov 4, 1999",26,1.88,England,"['Ireland', 'England']",Centre-Back,"            0
0  Right-Back",Stoke City,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
192,Greg Leigh,201586,€250k,"May 27, 2025","Sep 30, 1994",31,1.81,Jamaica,"['Jamaica', 'England']",Left-Back,"               0
0  Left Midfield",Oxford United,,,"Aug 24, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
